"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|HU","Actual Total Load [MW] - BZN|HU"
"14.08.2021 22:30 - 14.08.2021 22:45","4372","4861"
"14.08.2021 22:45 - 14.08.2021 23:00","4295","4752"
"14.08.2021 23:00 - 14.08.2021 23:15","4252","4690"
"14.08.2021 23:15 - 14.08.2021 23:30","4177","4603"
"14.08.2021 23:30 - 14.08.2021 23:45","4124","4580"
"14.08.2021 23:45 - 15.08.2021 00:00","4044","4489"
"15.08.2021 00:00 - 15.08.2021 00:15","4034","4365"
"15.08.2021 00:15 - 15.08.2021 00:30","3992","4291"
"15.08.2021 00:30 - 15.08.2021 00:45","3959","4285"
"15.08.2021 00:45 - 15.08.2021 01:00","3881","4213"
"15.08.2021 01:00 - 15.08.2021 01:15","3843","4170"
"15.08.2021 01:15 - 15.08.2021 01:30","3789","4093"
"15.08.2021 01:30 - 15.08.2021 01:45","3751","4071"
"15.08.2021 01:45 - 15.08.2021 02:00","3803","4027"
"15.08.2021 02:00 - 15.08.2021 02:15","3795","4002"
"15.08.2021 02:15 - 15.08.2021 02:30","3786","3968"
"15.08.2021 02:30 - 15.08.2021 02:45","3732","3966"
"15.08.2021 02:45 - 15.08.2021 03:00","3719","3936"
"15.08.2021 03:00 - 15.08.2021 03:15","3709","3908"
"15.08.2021 03:15 - 15.08.2021 03:30","3657","3883"
"15.08.2021 03:30 - 15.08.2021 03:45","3625","3877"
"15.08.2021 03:45 - 15.08.2021 04:00","3627","3862"
"15.08.2021 04:00 - 15.08.2021 04:15","3638","3864"
"15.08.2021 04:15 - 15.08.2021 04:30","3633","3846"
"15.08.2021 04:30 - 15.08.2021 04:45","3682","3851"
"15.08.2021 04:45 - 15.08.2021 05:00","3633","3867"
"15.08.2021 05:00 - 15.08.2021 05:15","3612","3874"
"15.08.2021 05:15 - 15.08.2021 05:30","3603","3827"
"15.08.2021 05:30 - 15.08.2021 05:45","3584","3793"
"15.08.2021 05:45 - 15.08.2021 06:00","3577","3808"
"15.08.2021 06:00 - 15.08.2021 06:15","3636","3865"
"15.08.2021 06:15 - 15.08.2021 06:30","3677","3884"
"15.08.2021 06:30 - 15.08.2021 06:45","3717","3955"
"15.08.2021 06:45 - 15.08.2021 07:00","3727","3993"
"15.08.2021 07:00 - 15.08.2021 07:15","3798","4058"
"15.08.2021 07:15 - 15.08.2021 07:30","3848","4083"
"15.08.2021 07:30 - 15.08.2021 07:45","3909","4150"
"15.08.2021 07:45 - 15.08.2021 08:00","3937","4193"
"15.08.2021 08:00 - 15.08.2021 08:15","3979","4233"
"15.08.2021 08:15 - 15.08.2021 08:30","4033","4278"
"15.08.2021 08:30 - 15.08.2021 08:45","4069","4323"
"15.08.2021 08:45 - 15.08.2021 09:00","4092","4395"
"15.08.2021 09:00 - 15.08.2021 09:15","4119","4427"
"15.08.2021 09:15 - 15.08.2021 09:30","4143","4476"
"15.08.2021 09:30 - 15.08.2021 09:45","4166","4523"
"15.08.2021 09:45 - 15.08.2021 10:00","4192","4588"
"15.08.2021 10:00 - 15.08.2021 10:15","4214","4624"
"15.08.2021 10:15 - 15.08.2021 10:30","4214","4644"
"15.08.2021 10:30 - 15.08.2021 10:45","4236","4700"
"15.08.2021 10:45 - 15.08.2021 11:00","4215","4739"
"15.08.2021 11:00 - 15.08.2021 11:15","4238","4763"
"15.08.2021 11:15 - 15.08.2021 11:30","4248","4777"
"15.08.2021 11:30 - 15.08.2021 11:45","4252","4807"
"15.08.2021 11:45 - 15.08.2021 12:00","4239","4829"
"15.08.2021 12:00 - 15.08.2021 12:15","4243","4850"
"15.08.2021 12:15 - 15.08.2021 12:30","4217","4821"
"15.08.2021 12:30 - 15.08.2021 12:45","4190","4826"
"15.08.2021 12:45 - 15.08.2021 13:00","4174","4872"
"15.08.2021 13:00 - 15.08.2021 13:15","4188","4860"
"15.08.2021 13:15 - 15.08.2021 13:30","4172","4845"
"15.08.2021 13:30 - 15.08.2021 13:45","4159","4845"
"15.08.2021 13:45 - 15.08.2021 14:00","4161","4826"
"15.08.2021 14:00 - 15.08.2021 14:15","4203","4846"
"15.08.2021 14:15 - 15.08.2021 14:30","4224","4861"
"15.08.2021 14:30 - 15.08.2021 14:45","4256","4893"
"15.08.2021 14:45 - 15.08.2021 15:00","4287","4903"
"15.08.2021 15:00 - 15.08.2021 15:15","4298","4907"
"15.08.2021 15:15 - 15.08.2021 15:30","4335","4922"
"15.08.2021 15:30 - 15.08.2021 15:45","4376","4986"
"15.08.2021 15:45 - 15.08.2021 16:00","4446","5045"
"15.08.2021 16:00 - 15.08.2021 16:15","4499","5112"
"15.08.2021 16:15 - 15.08.2021 16:30","4538","5135"
"15.08.2021 16:30 - 15.08.2021 16:45","4597","5166"
"15.08.2021 16:45 - 15.08.2021 17:00","4632","5183"
"15.08.2021 17:00 - 15.08.2021 17:15","4684","5189"
"15.08.2021 17:15 - 15.08.2021 17:30","4705","5198"
"15.08.2021 17:30 - 15.08.2021 17:45","4721","5259"
"15.08.2021 17:45 - 15.08.2021 18:00","4743","5271"
"15.08.2021 18:00 - 15.08.2021 18:15","4792","5296"
"15.08.2021 18:15 - 15.08.2021 18:30","4806","5303"
"15.08.2021 18:30 - 15.08.2021 18:45","4841","5324"
"15.08.2021 18:45 - 15.08.2021 19:00","4879","5368"
"15.08.2021 19:00 - 15.08.2021 19:15","4896","5382"
"15.08.2021 19:15 - 15.08.2021 19:30","4911","5385"
"15.08.2021 19:30 - 15.08.2021 19:45","4934","5374"
"15.08.2021 19:45 - 15.08.2021 20:00","4967","5428"
"15.08.2021 20:00 - 15.08.2021 20:15","5015","5473"
"15.08.2021 20:15 - 15.08.2021 20:30","5097","5559"
"15.08.2021 20:30 - 15.08.2021 20:45","5213","5571"
"15.08.2021 20:45 - 15.08.2021 21:00","5205","5536"
"15.08.2021 21:00 - 15.08.2021 21:15","5160","5473"
"15.08.2021 21:15 - 15.08.2021 21:30","5089","5392"
"15.08.2021 21:30 - 15.08.2021 21:45","4991","5277"
"15.08.2021 21:45 - 15.08.2021 22:00","4918","5170"
"15.08.2021 22:00 - 15.08.2021 22:15","4832","5084"
"15.08.2021 22:15 - 15.08.2021 22:30","4733","4967"
"15.08.2021 22:30 - 15.08.2021 22:45","4636","4876"
"15.08.2021 22:45 - 15.08.2021 23:00","4531","4742"
"15.08.2021 23:00 - 15.08.2021 23:15","4473","4669"
"15.08.2021 23:15 - 15.08.2021 23:30","4389","4577"
"15.08.2021 23:30 - 15.08.2021 23:45","4331","4534"
"15.08.2021 23:45 - 16.08.2021 00:00","4244","4461"
"16.08.2021 00:00 - 16.08.2021 00:15","4140","4343"
"16.08.2021 00:15 - 16.08.2021 00:30","4076","4295"
"16.08.2021 00:30 - 16.08.2021 00:45","4039","4276"
"16.08.2021 00:45 - 16.08.2021 01:00","3988","4217"
"16.08.2021 01:00 - 16.08.2021 01:15","3929","4188"
"16.08.2021 01:15 - 16.08.2021 01:30","3893","4106"
"16.08.2021 01:30 - 16.08.2021 01:45","3854","4053"
"16.08.2021 01:45 - 16.08.2021 02:00","3891","4052"
"16.08.2021 02:00 - 16.08.2021 02:15","3859","4027"
"16.08.2021 02:15 - 16.08.2021 02:30","3836","4019"
"16.08.2021 02:30 - 16.08.2021 02:45","3804","3977"
"16.08.2021 02:45 - 16.08.2021 03:00","3801","3971"
"16.08.2021 03:00 - 16.08.2021 03:15","3799","3976"
"16.08.2021 03:15 - 16.08.2021 03:30","3769","3977"
"16.08.2021 03:30 - 16.08.2021 03:45","3765","3951"
"16.08.2021 03:45 - 16.08.2021 04:00","3753","3958"
"16.08.2021 04:00 - 16.08.2021 04:15","3792","3997"
"16.08.2021 04:15 - 16.08.2021 04:30","3812","4028"
"16.08.2021 04:30 - 16.08.2021 04:45","3847","4062"
"16.08.2021 04:45 - 16.08.2021 05:00","3897","4097"
"16.08.2021 05:00 - 16.08.2021 05:15","3925","4174"
"16.08.2021 05:15 - 16.08.2021 05:30","3938","4213"
"16.08.2021 05:30 - 16.08.2021 05:45","3985","4250"
"16.08.2021 05:45 - 16.08.2021 06:00","4042","4335"
"16.08.2021 06:00 - 16.08.2021 06:15","4266","4533"
"16.08.2021 06:15 - 16.08.2021 06:30","4435","4668"
"16.08.2021 06:30 - 16.08.2021 06:45","4542","4779"
"16.08.2021 06:45 - 16.08.2021 07:00","4622","4861"
"16.08.2021 07:00 - 16.08.2021 07:15","4754","4967"
"16.08.2021 07:15 - 16.08.2021 07:30","4825","5007"
"16.08.2021 07:30 - 16.08.2021 07:45","4867","5096"
"16.08.2021 07:45 - 16.08.2021 08:00","4884","5116"
"16.08.2021 08:00 - 16.08.2021 08:15","4895","5126"
"16.08.2021 08:15 - 16.08.2021 08:30","4909","5160"
"16.08.2021 08:30 - 16.08.2021 08:45","4933","5197"
"16.08.2021 08:45 - 16.08.2021 09:00","4972","5219"
"16.08.2021 09:00 - 16.08.2021 09:15","4977","5248"
"16.08.2021 09:15 - 16.08.2021 09:30","4980","5247"
"16.08.2021 09:30 - 16.08.2021 09:45","4975","5293"
"16.08.2021 09:45 - 16.08.2021 10:00","4967","5291"
"16.08.2021 10:00 - 16.08.2021 10:15","4957","5318"
"16.08.2021 10:15 - 16.08.2021 10:30","4957","5341"
"16.08.2021 10:30 - 16.08.2021 10:45","4964","5372"
"16.08.2021 10:45 - 16.08.2021 11:00","4981","5385"
"16.08.2021 11:00 - 16.08.2021 11:15","4993","5378"
"16.08.2021 11:15 - 16.08.2021 11:30","5015","5171"
"16.08.2021 11:30 - 16.08.2021 11:45","5039","5279"
"16.08.2021 11:45 - 16.08.2021 12:00","5059","5538"
"16.08.2021 12:00 - 16.08.2021 12:15","5070","5514"
"16.08.2021 12:15 - 16.08.2021 12:30","5086","5547"
"16.08.2021 12:30 - 16.08.2021 12:45","5121","5591"
"16.08.2021 12:45 - 16.08.2021 13:00","5121","5578"
"16.08.2021 13:00 - 16.08.2021 13:15","5140","5620"
"16.08.2021 13:15 - 16.08.2021 13:30","5126","5645"
"16.08.2021 13:30 - 16.08.2021 13:45","5115","5623"
"16.08.2021 13:45 - 16.08.2021 14:00","5060","5583"
"16.08.2021 14:00 - 16.08.2021 14:15","5125","5645"
"16.08.2021 14:15 - 16.08.2021 14:30","5142","5676"
"16.08.2021 14:30 - 16.08.2021 14:45","5179","5723"
"16.08.2021 14:45 - 16.08.2021 15:00","5207","5749"
"16.08.2021 15:00 - 16.08.2021 15:15","5263","5762"
"16.08.2021 15:15 - 16.08.2021 15:30","5299","5805"
"16.08.2021 15:30 - 16.08.2021 15:45","5348","5860"
"16.08.2021 15:45 - 16.08.2021 16:00","5355","5873"
"16.08.2021 16:00 - 16.08.2021 16:15","5384","5912"
"16.08.2021 16:15 - 16.08.2021 16:30","5400","5913"
"16.08.2021 16:30 - 16.08.2021 16:45","5462","5967"
"16.08.2021 16:45 - 16.08.2021 17:00","5499","5999"
"16.08.2021 17:00 - 16.08.2021 17:15","5522","6010"
"16.08.2021 17:15 - 16.08.2021 17:30","5558","6019"
"16.08.2021 17:30 - 16.08.2021 17:45","5549","6017"
"16.08.2021 17:45 - 16.08.2021 18:00","5581","6021"
"16.08.2021 18:00 - 16.08.2021 18:15","5572","6029"
"16.08.2021 18:15 - 16.08.2021 18:30","5590","6028"
"16.08.2021 18:30 - 16.08.2021 18:45","5628","6052"
"16.08.2021 18:45 - 16.08.2021 19:00","5671","6063"
"16.08.2021 19:00 - 16.08.2021 19:15","5641","6042"
"16.08.2021 19:15 - 16.08.2021 19:30","5622","6028"
"16.08.2021 19:30 - 16.08.2021 19:45","5627","6030"
"16.08.2021 19:45 - 16.08.2021 20:00","5643","6057"
"16.08.2021 20:00 - 16.08.2021 20:15","5612","6050"
"16.08.2021 20:15 - 16.08.2021 20:30","5648","6082"
"16.08.2021 20:30 - 16.08.2021 20:45","5701","6105"
"16.08.2021 20:45 - 16.08.2021 21:00","5652","6047"
"16.08.2021 21:00 - 16.08.2021 21:15","5564","5958"
"16.08.2021 21:15 - 16.08.2021 21:30","5458","5858"
"16.08.2021 21:30 - 16.08.2021 21:45","5361","5772"
"16.08.2021 21:45 - 16.08.2021 22:00","5231","5638"
"16.08.2021 22:00 - 16.08.2021 22:15","5158","5547"
"16.08.2021 22:15 - 16.08.2021 22:30","5100","5471"
"16.08.2021 22:30 - 16.08.2021 22:45","5050","5423"
"16.08.2021 22:45 - 16.08.2021 23:00","4961","5321"
"16.08.2021 23:00 - 16.08.2021 23:15","4915","5272"
"16.08.2021 23:15 - 16.08.2021 23:30","4849","5219"
"16.08.2021 23:30 - 16.08.2021 23:45","4814","5135"
"16.08.2021 23:45 - 17.08.2021 00:00","4688","5010"
"17.08.2021 00:00 - 17.08.2021 00:15","4521","4836"
"17.08.2021 00:15 - 17.08.2021 00:30","4451","4778"
"17.08.2021 00:30 - 17.08.2021 00:45","4358","4732"
"17.08.2021 00:45 - 17.08.2021 01:00","4357","4667"
"17.08.2021 01:00 - 17.08.2021 01:15","4325","4585"
"17.08.2021 01:15 - 17.08.2021 01:30","4216","4494"
"17.08.2021 01:30 - 17.08.2021 01:45","4119","4389"
"17.08.2021 01:45 - 17.08.2021 02:00","4121","4329"
"17.08.2021 02:00 - 17.08.2021 02:15","4077","4282"
"17.08.2021 02:15 - 17.08.2021 02:30","4011","4263"
"17.08.2021 02:30 - 17.08.2021 02:45","3958","4220"
"17.08.2021 02:45 - 17.08.2021 03:00","3941","4213"
"17.08.2021 03:00 - 17.08.2021 03:15","3957","4201"
"17.08.2021 03:15 - 17.08.2021 03:30","3947","4177"
"17.08.2021 03:30 - 17.08.2021 03:45","3924","4176"
"17.08.2021 03:45 - 17.08.2021 04:00","3920","4171"
"17.08.2021 04:00 - 17.08.2021 04:15","3953","4186"
"17.08.2021 04:15 - 17.08.2021 04:30","3989","4211"
"17.08.2021 04:30 - 17.08.2021 04:45","4023","4252"
"17.08.2021 04:45 - 17.08.2021 05:00","4042","4293"
"17.08.2021 05:00 - 17.08.2021 05:15","4087","4344"
"17.08.2021 05:15 - 17.08.2021 05:30","4091","4382"
"17.08.2021 05:30 - 17.08.2021 05:45","4149","4382"
"17.08.2021 05:45 - 17.08.2021 06:00","4227","4424"
"17.08.2021 06:00 - 17.08.2021 06:15","4374","4605"
"17.08.2021 06:15 - 17.08.2021 06:30","4534","4739"
"17.08.2021 06:30 - 17.08.2021 06:45","4641","4827"
"17.08.2021 06:45 - 17.08.2021 07:00","4733","4915"
"17.08.2021 07:00 - 17.08.2021 07:15","4848","5022"
"17.08.2021 07:15 - 17.08.2021 07:30","4916","5085"
"17.08.2021 07:30 - 17.08.2021 07:45","4912","5100"
"17.08.2021 07:45 - 17.08.2021 08:00","4943","5130"
"17.08.2021 08:00 - 17.08.2021 08:15","4962","5136"
"17.08.2021 08:15 - 17.08.2021 08:30","5021","5187"
"17.08.2021 08:30 - 17.08.2021 08:45","5063","5240"
"17.08.2021 08:45 - 17.08.2021 09:00","5106","5257"
"17.08.2021 09:00 - 17.08.2021 09:15","5135","5266"
"17.08.2021 09:15 - 17.08.2021 09:30","5179","5287"
"17.08.2021 09:30 - 17.08.2021 09:45","5208","5310"
"17.08.2021 09:45 - 17.08.2021 10:00","5231","5320"
"17.08.2021 10:00 - 17.08.2021 10:15","5245","5345"
"17.08.2021 10:15 - 17.08.2021 10:30","5306","5376"
"17.08.2021 10:30 - 17.08.2021 10:45","5313","5386"
"17.08.2021 10:45 - 17.08.2021 11:00","5331","5391"
"17.08.2021 11:00 - 17.08.2021 11:15","5315","5414"
"17.08.2021 11:15 - 17.08.2021 11:30","5341","5430"
"17.08.2021 11:30 - 17.08.2021 11:45","5337","5434"
"17.08.2021 11:45 - 17.08.2021 12:00","5331","5429"
"17.08.2021 12:00 - 17.08.2021 12:15","5289","5359"
"17.08.2021 12:15 - 17.08.2021 12:30","5315","5353"
"17.08.2021 12:30 - 17.08.2021 12:45","5317","5347"
"17.08.2021 12:45 - 17.08.2021 13:00","5283","5340"
"17.08.2021 13:00 - 17.08.2021 13:15","5239","5340"
"17.08.2021 13:15 - 17.08.2021 13:30","5183","5316"
"17.08.2021 13:30 - 17.08.2021 13:45","5172","5277"
"17.08.2021 13:45 - 17.08.2021 14:00","5111","5166"
"17.08.2021 14:00 - 17.08.2021 14:15","5141","5164"
"17.08.2021 14:15 - 17.08.2021 14:30","5134","5138"
"17.08.2021 14:30 - 17.08.2021 14:45","5132","5110"
"17.08.2021 14:45 - 17.08.2021 15:00","5107","5059"
"17.08.2021 15:00 - 17.08.2021 15:15","5109","5044"
"17.08.2021 15:15 - 17.08.2021 15:30","5096","5005"
"17.08.2021 15:30 - 17.08.2021 15:45","5116","4998"
"17.08.2021 15:45 - 17.08.2021 16:00","5068","4970"
"17.08.2021 16:00 - 17.08.2021 16:15","5052","4957"
"17.08.2021 16:15 - 17.08.2021 16:30","5011","4941"
"17.08.2021 16:30 - 17.08.2021 16:45","5056","4978"
"17.08.2021 16:45 - 17.08.2021 17:00","5045","4985"
"17.08.2021 17:00 - 17.08.2021 17:15","5029","4987"
"17.08.2021 17:15 - 17.08.2021 17:30","5087","4992"
"17.08.2021 17:30 - 17.08.2021 17:45","5118","4987"
"17.08.2021 17:45 - 17.08.2021 18:00","5111","5005"
"17.08.2021 18:00 - 17.08.2021 18:15","5161","5009"
"17.08.2021 18:15 - 17.08.2021 18:30","5141","5028"
"17.08.2021 18:30 - 17.08.2021 18:45","5215","5082"
"17.08.2021 18:45 - 17.08.2021 19:00","5249","5138"
"17.08.2021 19:00 - 17.08.2021 19:15","5233","5142"
"17.08.2021 19:15 - 17.08.2021 19:30","5259","5170"
"17.08.2021 19:30 - 17.08.2021 19:45","5260","5180"
"17.08.2021 19:45 - 17.08.2021 20:00","5272","5193"
"17.08.2021 20:00 - 17.08.2021 20:15","5261","5247"
"17.08.2021 20:15 - 17.08.2021 20:30","5273","5303"
"17.08.2021 20:30 - 17.08.2021 20:45","5362","5305"
"17.08.2021 20:45 - 17.08.2021 21:00","5356","5238"
"17.08.2021 21:00 - 17.08.2021 21:15","5294","5179"
"17.08.2021 21:15 - 17.08.2021 21:30","5220","5119"
"17.08.2021 21:30 - 17.08.2021 21:45","5136","5027"
"17.08.2021 21:45 - 17.08.2021 22:00","5060","4924"
"17.08.2021 22:00 - 17.08.2021 22:15","4990","4878"
"17.08.2021 22:15 - 17.08.2021 22:30","4936","4838"
"17.08.2021 22:30 - 17.08.2021 22:45","4902","4813"
"17.08.2021 22:45 - 17.08.2021 23:00","4780","4712"
"17.08.2021 23:00 - 17.08.2021 23:15","4716","4691"
"17.08.2021 23:15 - 17.08.2021 23:30","4668","4656"
"17.08.2021 23:30 - 17.08.2021 23:45","4622","4615"
"17.08.2021 23:45 - 18.08.2021 00:00","4541","4530"
"18.08.2021 00:00 - 18.08.2021 00:15","4331","4363"
"18.08.2021 00:15 - 18.08.2021 00:30","4260","4331"
"18.08.2021 00:30 - 18.08.2021 00:45","4207","4318"
"18.08.2021 00:45 - 18.08.2021 01:00","4229","4270"
"18.08.2021 01:00 - 18.08.2021 01:15","4172","4210"
"18.08.2021 01:15 - 18.08.2021 01:30","4051","4162"
"18.08.2021 01:30 - 18.08.2021 01:45","3944","4094"
"18.08.2021 01:45 - 18.08.2021 02:00","3953","4039"
"18.08.2021 02:00 - 18.08.2021 02:15","3903","3979"
"18.08.2021 02:15 - 18.08.2021 02:30","3836","3975"
"18.08.2021 02:30 - 18.08.2021 02:45","3777","3984"
"18.08.2021 02:45 - 18.08.2021 03:00","3769","3967"
"18.08.2021 03:00 - 18.08.2021 03:15","3751","3965"
"18.08.2021 03:15 - 18.08.2021 03:30","3764","3958"
"18.08.2021 03:30 - 18.08.2021 03:45","3746","3972"
"18.08.2021 03:45 - 18.08.2021 04:00","3741","3962"
"18.08.2021 04:00 - 18.08.2021 04:15","3733","3994"
"18.08.2021 04:15 - 18.08.2021 04:30","3750","4005"
"18.08.2021 04:30 - 18.08.2021 04:45","3771","4059"
"18.08.2021 04:45 - 18.08.2021 05:00","3810","4091"
"18.08.2021 05:00 - 18.08.2021 05:15","3852","4173"
"18.08.2021 05:15 - 18.08.2021 05:30","3900","4198"
"18.08.2021 05:30 - 18.08.2021 05:45","3934","4219"
"18.08.2021 05:45 - 18.08.2021 06:00","3972","4263"
"18.08.2021 06:00 - 18.08.2021 06:15","4096","4435"
"18.08.2021 06:15 - 18.08.2021 06:30","4227","4549"
"18.08.2021 06:30 - 18.08.2021 06:45","4316","4644"
"18.08.2021 06:45 - 18.08.2021 07:00","4416","4712"
"18.08.2021 07:00 - 18.08.2021 07:15","4521","4808"
"18.08.2021 07:15 - 18.08.2021 07:30","4576","4856"
"18.08.2021 07:30 - 18.08.2021 07:45","4594","4899"
"18.08.2021 07:45 - 18.08.2021 08:00","4634","4925"
"18.08.2021 08:00 - 18.08.2021 08:15","4636","4925"
"18.08.2021 08:15 - 18.08.2021 08:30","4688","4942"
"18.08.2021 08:30 - 18.08.2021 08:45","4742","4939"
"18.08.2021 08:45 - 18.08.2021 09:00","4762","4934"
"18.08.2021 09:00 - 18.08.2021 09:15","4774","4940"
"18.08.2021 09:15 - 18.08.2021 09:30","4788","4908"
"18.08.2021 09:30 - 18.08.2021 09:45","4807","4880"
"18.08.2021 09:45 - 18.08.2021 10:00","4809","4848"
"18.08.2021 10:00 - 18.08.2021 10:15","4827","4821"
"18.08.2021 10:15 - 18.08.2021 10:30","4859","4820"
"18.08.2021 10:30 - 18.08.2021 10:45","4879","4792"
"18.08.2021 10:45 - 18.08.2021 11:00","4874","4753"
"18.08.2021 11:00 - 18.08.2021 11:15","4916","4717"
"18.08.2021 11:15 - 18.08.2021 11:30","4934","4733"
"18.08.2021 11:30 - 18.08.2021 11:45","4943","4714"
"18.08.2021 11:45 - 18.08.2021 12:00","4935","4748"
"18.08.2021 12:00 - 18.08.2021 12:15","4869","4704"
"18.08.2021 12:15 - 18.08.2021 12:30","4868","4711"
"18.08.2021 12:30 - 18.08.2021 12:45","4849","4708"
"18.08.2021 12:45 - 18.08.2021 13:00","4825","4717"
"18.08.2021 13:00 - 18.08.2021 13:15","4806","4721"
"18.08.2021 13:15 - 18.08.2021 13:30","4764","4707"
"18.08.2021 13:30 - 18.08.2021 13:45","4723","4720"
"18.08.2021 13:45 - 18.08.2021 14:00","4593","4660"
"18.08.2021 14:00 - 18.08.2021 14:15","4647","4699"
"18.08.2021 14:15 - 18.08.2021 14:30","4660","4734"
"18.08.2021 14:30 - 18.08.2021 14:45","4716","4769"
"18.08.2021 14:45 - 18.08.2021 15:00","4720","4754"
"18.08.2021 15:00 - 18.08.2021 15:15","4762","4794"
"18.08.2021 15:15 - 18.08.2021 15:30","4766","4825"
"18.08.2021 15:30 - 18.08.2021 15:45","4826","4876"
"18.08.2021 15:45 - 18.08.2021 16:00","4824","4882"
"18.08.2021 16:00 - 18.08.2021 16:15","4832","4900"
"18.08.2021 16:15 - 18.08.2021 16:30","4839","4898"
"18.08.2021 16:30 - 18.08.2021 16:45","4884","4952"
"18.08.2021 16:45 - 18.08.2021 17:00","4881","4974"
"18.08.2021 17:00 - 18.08.2021 17:15","4882","4990"
"18.08.2021 17:15 - 18.08.2021 17:30","4929","4977"
"18.08.2021 17:30 - 18.08.2021 17:45","4953","4999"
"18.08.2021 17:45 - 18.08.2021 18:00","4994","5017"
"18.08.2021 18:00 - 18.08.2021 18:15","4979","4996"
"18.08.2021 18:15 - 18.08.2021 18:30","4998","5037"
"18.08.2021 18:30 - 18.08.2021 18:45","5027","5095"
"18.08.2021 18:45 - 18.08.2021 19:00","5078","5131"
"18.08.2021 19:00 - 18.08.2021 19:15","5069","5135"
"18.08.2021 19:15 - 18.08.2021 19:30","5070","5176"
"18.08.2021 19:30 - 18.08.2021 19:45","5064","5183"
"18.08.2021 19:45 - 18.08.2021 20:00","5072","5225"
"18.08.2021 20:00 - 18.08.2021 20:15","5054","5253"
"18.08.2021 20:15 - 18.08.2021 20:30","5107","5353"
"18.08.2021 20:30 - 18.08.2021 20:45","5165","5361"
"18.08.2021 20:45 - 18.08.2021 21:00","5145","5289"
"18.08.2021 21:00 - 18.08.2021 21:15","5076","5198"
"18.08.2021 21:15 - 18.08.2021 21:30","5006","5177"
"18.08.2021 21:30 - 18.08.2021 21:45","4898","5093"
"18.08.2021 21:45 - 18.08.2021 22:00","4829","5003"
"18.08.2021 22:00 - 18.08.2021 22:15","4788","4937"
"18.08.2021 22:15 - 18.08.2021 22:30","4711","4909"
"18.08.2021 22:30 - 18.08.2021 22:45","4670","4887"
"18.08.2021 22:45 - 18.08.2021 23:00","4585","4802"
"18.08.2021 23:00 - 18.08.2021 23:15","4543","4723"
"18.08.2021 23:15 - 18.08.2021 23:30","4525","4709"
"18.08.2021 23:30 - 18.08.2021 23:45","4489","4687"
"18.08.2021 23:45 - 19.08.2021 00:00","4416","4589"
"19.08.2021 00:00 - 19.08.2021 00:15","4331","4432"
"19.08.2021 00:15 - 19.08.2021 00:30","4260","4373"
"19.08.2021 00:30 - 19.08.2021 00:45","4207","4362"
"19.08.2021 00:45 - 19.08.2021 01:00","4229","4308"
"19.08.2021 01:00 - 19.08.2021 01:15","4172","4236"
"19.08.2021 01:15 - 19.08.2021 01:30","4051","4179"
"19.08.2021 01:30 - 19.08.2021 01:45","3944","4116"
"19.08.2021 01:45 - 19.08.2021 02:00","3953","4054"
"19.08.2021 02:00 - 19.08.2021 02:15","3903","3987"
"19.08.2021 02:15 - 19.08.2021 02:30","3836","3946"
"19.08.2021 02:30 - 19.08.2021 02:45","3777","3935"
"19.08.2021 02:45 - 19.08.2021 03:00","3769","3920"
"19.08.2021 03:00 - 19.08.2021 03:15","3751","3942"
"19.08.2021 03:15 - 19.08.2021 03:30","3764","3928"
"19.08.2021 03:30 - 19.08.2021 03:45","3746","3895"
"19.08.2021 03:45 - 19.08.2021 04:00","3741","3905"
"19.08.2021 04:00 - 19.08.2021 04:15","3733","3958"
"19.08.2021 04:15 - 19.08.2021 04:30","3750","3989"
"19.08.2021 04:30 - 19.08.2021 04:45","3771","3997"
"19.08.2021 04:45 - 19.08.2021 05:00","3810","4030"
"19.08.2021 05:00 - 19.08.2021 05:15","3852","4115"
"19.08.2021 05:15 - 19.08.2021 05:30","3900","4144"
"19.08.2021 05:30 - 19.08.2021 05:45","3934","4140"
"19.08.2021 05:45 - 19.08.2021 06:00","3972","4176"
"19.08.2021 06:00 - 19.08.2021 06:15","4096","4335"
"19.08.2021 06:15 - 19.08.2021 06:30","4227","4456"
"19.08.2021 06:30 - 19.08.2021 06:45","4316","4514"
"19.08.2021 06:45 - 19.08.2021 07:00","4416","4572"
"19.08.2021 07:00 - 19.08.2021 07:15","4521","4655"
"19.08.2021 07:15 - 19.08.2021 07:30","4576","4684"
"19.08.2021 07:30 - 19.08.2021 07:45","4594","4712"
"19.08.2021 07:45 - 19.08.2021 08:00","4634","4711"
"19.08.2021 08:00 - 19.08.2021 08:15","4636","4723"
"19.08.2021 08:15 - 19.08.2021 08:30","4688","4722"
"19.08.2021 08:30 - 19.08.2021 08:45","4742","4711"
"19.08.2021 08:45 - 19.08.2021 09:00","4762","4679"
"19.08.2021 09:00 - 19.08.2021 09:15","4774","4682"
"19.08.2021 09:15 - 19.08.2021 09:30","4788","4653"
"19.08.2021 09:30 - 19.08.2021 09:45","4807","4677"
"19.08.2021 09:45 - 19.08.2021 10:00","4809","4653"
"19.08.2021 10:00 - 19.08.2021 10:15","4827","4643"
